"en_curid","outcome","name","TotalPageViews","participant"
"31341","C","Tupac Shakur",59789956,148
"385653","NR","Ali Khamenei",6213574,148
"403293","NR","Chris Benoit",11268785,148
"4637590","NR","Bob Dylan",33728144,148
"530936","NR","Mickey Rourke",19966444,148
"534366","C","Barack Obama",112536577,148
"6844407","C","Selena Gomez",87742946,148
"68904","NR","Michael J. Fox",23391970,148
"83688","C","Beyoncé",53049791,148
"12520860","NR","Demi Lovato",53414996,149
"147311","RNN","Ray Charles",16687029,149
"14995351","C","Michael Jackson",145250649,149
"154698","C","Will Smith",55709750,149
"17173785","TT","Heath Ledger",53298524,149
"1769827","RNN","Megan Fox",59594557,149
"18617682","NR","Mark Hamill",12879888,149
"19903","NR","Marlon Brando",25201124,149
"201840","C","Miroslav Klose",10218527,149
"20913246","RNN","Scarlett Johansson",47029383,149
"23035","TT","Pamela Anderson",19552713,149
"325191","C","Jamie Foxx",15996927,149
"343554","NR","Jessica Alba",34371172,149
"4429395","C","Eminem",108953700,149
"61404","C","Sylvester Stallone",43805205,149
"652402","NR","David Bautista",18410182,149
"71870","TT","Johnny Depp",83016743,149
"723489","RNN","Miranda Cosgrove",26971468,149
"7412236","C","Steve Jobs",78372660,149
"9288","C","Elvis Presley",55896331,149
"149243","C","Emma Watson",46840359,150
"14995351","C","Michael Jackson",145250649,150
"16384","NR","John Belushi",11333375,150
"16422","RNN","Joni Mitchell",6102993,150
"17782843","C","Lady Gaga",104562647,150
"180487","NR","Steve Buscemi",12290114,150
"23680998","C","Justin Bieber",113558067,150
"2629332","C","Kristen Stewart",55438548,150
"277721","NR","Kate Beckinsale",22936242,150
"400738","C","Mila Kunis",56135643,150
"415405","NR","Preity Zinta",8282810,150
"42068","RNN","Freddie Mercury",56680942,150
"51799","NR","Meg Ryan",14715655,150
"551483","NR","Angus Young",10284261,150
"5570621","RNN","Akon",27806472,150
"623737","C","Cristiano Ronaldo",91677973,150
"6479315","TT","Shakira",54558771,150
"6844407","C","Selena Gomez",87742946,150
"70938","NR","Patrick Stewart",11934358,150
"71870","C","Johnny Depp",83016743,150
"144848","NR","Sinéad O'Connor",7966367,151
"14995351","C","Michael Jackson",145250649,151
"19043935","NR","Lisa Marie Presley",11879372,151
"19376148","C","Stephen Hawking",48854549,151
"23805","C","Pope John Paul II",38369456,151
"2437065","C","Andrés Iniesta",12143288,151
"2629332","RNN","Kristen Stewart",55438548,151
"276348","NR","Monica Bellucci",20522771,151
"276890","C","Simon Cowell",16443969,151
"27834683","C","Matthew McConaughey",14874441,151
"31501","RNN","Tim Burton",30153184,151
"426208","C","Mitt Romney",22395415,151
"44569","NR","Helen Hunt",8899604,151
"44849","C","Brad Pitt",55005621,151
"58848","NR","Fiona Apple",5446888,151
"6479315","C","Shakira",54558771,151
"71870","TT","Johnny Depp",83016743,151
"80696","C","Cher",20241395,151
"8135890","C","Miley Cyrus",91947733,151
"8239846","C","Bob Marley",60597640,151
"105022","NR","Larry David",6211194,152
"14995351","C","Michael Jackson",145250649,152
"15326144","RNN","Neymar da Silva",29245139,152
"158889","C","George Clooney",30655961,152
"192481","C","50 Cent",42347730,152
"19831","NR","Margaret Thatcher",37450537,152
"20022961","TT","Liam Hemsworth",21614952,152
"2110323","C","Rihanna",89939558,152
"2629332","C","Kristen Stewart",55438548,152
"2662543","NR","Victoria Justice",19688405,152
"275443","RNN","Kim Cattrall",8868217,152
"28753159","C","Zendaya Coleman",10165050,152
"31501","NR","Tim Burton",30153184,152
"345802","RNN","John Cena",48740783,152
"399397","NR","Rick Rubin",6005905,152
"523032","C","Kanye West",41382483,152
"534366","C","Barack Obama",112536577,152
"7412236","C","Steve Jobs",78372660,152
"8900348","RNN","Nina Dobrev",21319753,152
"899215","RNN","Seann William Scott",10925654,152
"1231268","NR","Matthew Bellamy",8299542,153
"12520860","C","Demi Lovato",53414996,153
"15852","NR","John Lennon",58141089,153
"159599","RNN","Ben Affleck",25108625,153
"18366271","C","Nick Jonas",17186037,153
"19394613","C","Kim Kardashian",66670205,153
"203421","RNN","Amanda Bynes",23110004,153
"240940","C","LeBron James",30950673,153
"24231931","RNN","Chris Colfer",11372625,153
"24953","NR","Pelé",24153197,153
"276348","NR","Monica Bellucci",20522771,153
"37275","RNN","Denise Richards",13952780,153
"38459","RNN","Natalie Portman",45549617,153
"4429395","C","Eminem",108953700,153
"71870","C","Johnny Depp",83016743,153
"7445618","NR","Mario Gomez",9706968,153
"77390","NR","Natalie Wood",11125067,153
"83688","C","Beyoncé",53049791,153
"916099","NR","Manny Pacquiáo",25713027,153
"980836","NR","Andrew Murray",10583147,153
"102690","TT","Adam Sandler",35690814,154
"12684530","C","Jennifer Lawrence",35058386,154
"14536815","NR","Candice Swanepoel",6534953,154
"168540","NR","Lil Wayne",64484487,154
"184136","NR","Ted Kennedy",10938265,154
"19394613","C","Kim Kardashian",66670205,154
"19499","NR","Mariah Carey",36400183,154
"20312","RNN","Hayao Miyazaki",23187514,154
"20913246","TT","Scarlett Johansson",47029383,154
"2150841","NR","Lionel Messi",82454215,154
"235312","RNN","Anjelica Huston",6043791,154
"25390847","NR","Jeremy Lin",11540194,154
"29455","TT","Sandra Bullock",34067509,154
"385653","NR","Ali Khamenei",6213574,154
"58972","NR","Friedensreich Hundertwasser",5554155,154
"596566","RNN","Eva Green",15136344,154
"63747","NR","Muhammad Ali",36149628,154
"80335","RNN","Helena Bonham Carter",23498486,154
"8979822","NR","Cheryl Cole",19931520,154
"939583","C","Amy Winehouse",46157347,154
"1221476","C","Chris Hemsworth",24440640,155
"12520860","TT","Demi Lovato",53414996,155
"14995351","C","Michael Jackson",145250649,155
"184860","NR","Norah Jones",12479319,155
"19376148","C","Stephen Hawking",48854549,155
"195086","NR","Harper Lee",5342911,155
"20395872","C","Oprah Winfrey",21685613,155
"2095762","NR","Channing Tatum",33586668,155
"2150841","RNN","Lionel Messi",82454215,155
"2188443","RNN","Nicholas Hoult",12156588,155
"247468","NR","Oscar Gutierrez",12262984,155
"2629332","C","Kristen Stewart",55438548,155
"265586","C","Jeremy Clarkson",12590498,155
"352699","NR","Shahrukh Khan",27226861,155
"420438","C","Steven Tyler",17445293,155
"4484462","NR","Stephenie Meyer",17765453,155
"44849","C","Brad Pitt",55005621,155
"64673","RNN","Bruce Willis",37426877,155
"6844407","C","Selena Gomez",87742946,155
"8135890","C","Miley Cyrus",91947733,155
"1172821","NR","Robinho",11302903,156
"1512539","C","Jesse Eisenberg",10586011,156
"16477368","C","Katy Perry",61762831,156
"16707","TT","Kurt Cobain",46176455,156
"19394613","C","Kim Kardashian",66670205,156
"22048328","NR","Robin van Persie",14966195,156
"22995","NR","Patti Smith",8611433,156
"249897","TT","Keira Knightley",29652842,156
"27640410","RNN","Mario Götze",7558474,156
"3356","C","Bill Clinton",31143787,156
"43997","RNN","Alyson Hannigan",20159574,156
"551898","RNN","Don Cheadle",7310180,156
"56439","NR","Jeff Bridges",14038009,156
"61404","C","Sylvester Stallone",43805205,156
"64182","C","Liam Neeson",29457449,156
"6844407","C","Selena Gomez",87742946,156
"71870","C","Johnny Depp",83016743,156
"741705","RNN","Mark Harmon",11684956,156
"882558","NR","Ray Allen",7931040,156
"9288","C","Elvis Presley",55896331,156
"12153654","C","Elizabeth II of the United Kingdom",54551771,159
"14536815","RNN","Candice Swanepoel",6534953,159
"16705483","C","Zac Efron",37182510,159
"175946","NR","David Gilmour",9250990,159
"2110323","C","Rihanna",89939558,159
"22570683","C","Nicki Minaj",59132166,159
"235959","NR","Farrah Fawcett",13233657,159
"23680998","C","Justin Bieber",113558067,159
"294260","TT","Owen Wilson",17020693,159
"303225","NR","Triple H",29927201,159
"31341","C","Tupac Shakur",59789956,159
"34016927","NR","Skrillex",26875680,159
"403293","NR","Chris Benoit",11268785,159
"4429395","C","Eminem",108953700,159
"5792809","C","Angelina Jolie",68213700,159
"6844407","C","Selena Gomez",87742946,159
"753300","RNN","Laura Prepon",8940057,159
"7891","NR","David Lynch",14788182,159
"891226","C","Ryan Gosling",31058128,159
"916099","NR","Manny Pacquiáo",25713027,159
"13736167","NR","Paul McCartney",33759450,160
"144171","NR","Christina Aguilera",35311141,160
"15852","NR","John Lennon",58141089,160
"161466","NR","Rock Hudson",7679845,160
"21486951","NR","Oliver Stone",8229424,160
"22570683","C","Nicki Minaj",59132166,160
"249897","RNN","Keira Knightley",29652842,160
"255645","NR","Wilt Chamberlain",10629180,160
"2629332","C","Kristen Stewart",55438548,160
"26940","TT","Steven Spielberg",29240531,160
"274539","C","Ashton Kutcher",36700343,160
"276433","RNN","Haley Joel Osment",10709280,160
"27717","NR","Salma Hayek",23199811,160
"296256","NR","Jude Law",19426719,160
"306460","NR","Michelle Rodriguez",16419984,160
"31341","C","Tupac Shakur",59789956,160
"324427","NR","John McEnroe",7028605,160
"37313","NR","Bruce Lee",56281877,160
"6844407","C","Selena Gomez",87742946,160
"9287211","RNN","Hilary Duff",31611872,160
"13736167","NR","Paul McCartney",33759450,163
"14457","C","Prince Harry of Wales",11975850,163
"14995351","C","Michael Jackson",145250649,163
"158287","NR","Sid Vicious",14789672,163
"16095","NR","Jimi Hendrix",39460548,163
"163272","NR","John Bonham",8533663,163
"208160","NR","Brandon Lee",17369758,163
"21247","NR","Neil Armstrong",27740982,163
"25390847","NR","Jeremy Lin",11540194,163
"25695","RNN","Russell Crowe",19247359,163
"2808834","RNN","David Guetta",28980836,163
"31341","NR","Tupac Shakur",59789956,163
"32817","C","Vladimir Putin",23717139,163
"3747","NR","Bill Gates",54216010,163
"405704","NR","Chris Martin",13683632,163
"45218","NR","Sacha Baron Cohen",24975783,163
"534366","C","Barack Obama",112536577,163
"623737","C","Cristiano Ronaldo",91677973,163
"6844407","C","Selena Gomez",87742946,163
"6951166","NR","George Soros",10565254,163
"102096","NR","Jimmy Page",16351835,166
"102994","NR","Bill Murray",13837184,166
"14084208","NR","Marco Simoncelli",5718425,166
"14995351","C","Michael Jackson",145250649,166
"159966","NR","Ludacris",18292016,166
"19499","C","Mariah Carey",36400183,166
"20979","NR","Mikhail Gorbachev",16776035,166
"21194008","NR","Kate Bosworth",8817859,166
"2150841","C","Lionel Messi",82454215,166
"2629332","C","Kristen Stewart",55438548,166
"29427669","C","Jessie J",15883080,166
"3002912","NR","Franck Ribéry",14437270,166
"413257","NR","Vinnie Jones",7503643,166
"50908","NR","Roger Ebert",9066226,166
"52139","C","Audrey Hepburn",34983096,166
"6050453","NR","Kevin-Prince Boateng",9708656,166
"6803715","C","Nicole Scherzinger",29214493,166
"71870","C","Johnny Depp",83016743,166
"8135890","C","Miley Cyrus",91947733,166
"864","C","Andy Warhol",34354584,166
"16603","C","Keanu Reeves",30400034,170
"16705483","C","Zac Efron",37182510,170
"16707","C","Kurt Cobain",46176455,170
"1769827","RNN","Megan Fox",59594557,170
"183387","NR","Mark Hoppus",5100344,170
"22378444","C","Susan Boyle",12074857,170
"29490","C","Saddam Hussein",26122662,170
"4408","NR","Buddy Holly",10606988,170
"44849","C","Brad Pitt",55005621,170
"52139","NR","Audrey Hepburn",34983096,170
"534366","C","Barack Obama",112536577,170
"5792809","C","Angelina Jolie",68213700,170
"60070","NR","Janet Jackson",16226474,170
"628232","C","Park Ji-Sung",7085550,170
"650426","C","Marilyn Manson",34585486,170
"6844407","C","Selena Gomez",87742946,170
"71870","C","Johnny Depp",83016743,170
"8099","C","Dave Grohl",18427139,170
"8485","C","Diego Maradona",22634139,170
"8716","NR","Dolly Parton",14388239,170
"105022","NR","Larry David",6211194,171
"12153654","TT","Elizabeth II of the United Kingdom",54551771,171
"153557","NR","Phil Collins",17321654,171
"154698","C","Will Smith",55709750,171
"162617","NR","Chuck Norris",39583094,171
"204352","RNN","Renée Zellweger",11459406,171
"20584","NR","Morgan Freeman",28543488,171
"20647767","RNN","Jennifer Connelly",16209744,171
"2188443","NR","Nicholas Hoult",12156588,171
"262376","RNN","Roger Federer",36800261,171
"2808834","C","David Guetta",28980836,171
"28753159","RNN","Zendaya Coleman",10165050,171
"2964059","NR","Sam Worthington",14470524,171
"4764846","NR","Usain Bolt",27968614,171
"53494","NR","Christopher Lee",13518960,171
"5993647","NR","Andrew Garfield",14737578,171
"651006","NR","Lloyd Banks",5691167,171
"71870","RNN","Johnny Depp",83016743,171
"82061","RNN","Tina Turner",17937526,171
"85406","NR","Ozzy Osbourne",25287553,171
"11217925","C","Paris Hilton",27804491,172
"1297124","NR","Kaká",26741890,172
"1353497","C","Shia LaBeouf",25697179,172
"151210","NR","Hu Jintao",10487562,172
"1535727","NR","Carrie Underwood",13205316,172
"1982061","C","Will.i.am",16597454,172
"20076","C","Martin Luther King, Jr.",28854653,172
"21504","C","Nicole Kidman",25399016,172
"2424743","NR","Sergio Ramos García",8858539,172
"29490","NR","Saddam Hussein",26122662,172
"315777","NR","Anthony Kiedis",11128869,172
"37313","C","Bruce Lee",56281877,172
"400738","C","Mila Kunis",56135643,172
"42068","C","Freddie Mercury",56680942,172
"448832","RNN","Holly Marie Combs",6728960,172
"4637590","C","Bob Dylan",33728144,172
"5052197","C","Elton John",19975879,172
"508396","C","Jake Gyllenhaal",26372359,172
"68904","NR","Michael J. Fox",23391970,172
"9287211","C","Hilary Duff",31611872,172
"1297124","NR","Kaká",26741890,173
"144936","C","Jackie Chan",44209817,173
"14995351","C","Michael Jackson",145250649,173
"15622","NR","James Cameron",20317098,173
"17173785","NR","Heath Ledger",53298524,173
"1792975","NR","Tom Hardy",24412789,173
"1806","NR","Arnold Schwarzenegger",54504491,173
"20076","C","Martin Luther King, Jr.",28854653,173
"2539269","NR","Marion Cotillard",17940092,173
"2575","NR","André the Giant",11093995,173
"29455","RNN","Sandra Bullock",34067509,173
"325191","NR","Jamie Foxx",15996927,173
"3382","C","Britney Spears",58474806,173
"38828","NR","Michael Bloomberg",7358680,173
"524577","NR","Ronaldinho",38309688,173
"53029","NR","Muammar al-Gaddafi",29470548,173
"5792809","C","Angelina Jolie",68213700,173
"68378","RNN","Jamie Lee Curtis",13094875,173
"6844407","C","Selena Gomez",87742946,173
"8135890","C","Miley Cyrus",91947733,173
"10672","NR","Frank Zappa",14976422,174
"1091334","NR","Sienna Miller",11996348,174
"148328","RNN","Ice Cube",19615977,174
"168540","C","Lil Wayne",64484487,174
"17782843","C","Lady Gaga",104562647,174
"187807","NR","Demi Moore",27747931,174
"19394613","C","Kim Kardashian",66670205,174
"2146365","RNN","Jason Segel",17077243,174
"23006","NR","Penélope Cruz",24476969,174
"236613","C","Tyra Banks",13862432,174
"262376","C","Roger Federer",36800261,174
"277721","NR","Kate Beckinsale",22936242,174
"2798963","NR","Regina Spektor",6599631,174
"42068","NR","Freddie Mercury",56680942,174
"534366","C","Barack Obama",112536577,174
"53494","NR","Christopher Lee",13518960,174
"5422144","C","Taylor Swift",58688243,174
"5792809","C","Angelina Jolie",68213700,174
"64673","NR","Bruce Willis",37426877,174
"9288","RNN","Elvis Presley",55896331,174
"13076","NR","Gordon Brown",8035264,175
"161466","RNN","Rock Hudson",7679845,175
"162870","TT","Jay-Z",42716217,175
"177840","NR","Christopher Nolan",18040206,175
"1806","C","Arnold Schwarzenegger",54504491,175
"192481","C","50 Cent",42347730,175
"20455","NR","Michael Jordan",49879093,175
"20596343","NR","Milo Ventimiglia",9533949,175
"21131695","C","Robert F. Kennedy",13391006,175
"22570683","C","Nicki Minaj",59132166,175
"26940","RNN","Steven Spielberg",29240531,175
"303225","TT","Triple H",29927201,175
"523032","C","Kanye West",41382483,175
"5792809","RNN","Angelina Jolie",68213700,175
"6803715","RNN","Nicole Scherzinger",29214493,175
"6844407","RNN","Selena Gomez",87742946,175
"7176557","NR","Chace Crawford",11625122,175
"800594","NR","Ricardo Quaresma",8251062,175
"8135890","C","Miley Cyrus",91947733,175
"8490390","NR","Lindsay Lohan",40252855,175
"144936","C","Jackie Chan",44209817,176
"14995351","C","Michael Jackson",145250649,176
"15622","RNN","James Cameron",20317098,176
"15852","RNN","John Lennon",58141089,176
"17173785","NR","Heath Ledger",53298524,176
"17782843","TT","Lady Gaga",104562647,176
"23680998","C","Justin Bieber",113558067,176
"24424228","RNN","Ellie Goulding",12314146,176
"276348","NR","Monica Bellucci",20522771,176
"40676","NR","Luc Besson",6795708,176
"44219","C","Mel Gibson",25778872,176
"4764846","C","Usain Bolt",27968614,176
"555623","C","Famke Janssen",10104432,176
"649484","NR","Rosario Dawson",10995071,176
"6844407","C","Selena Gomez",87742946,176
"71870","RNN","Johnny Depp",83016743,176
"7999675","C","Juan Manuel Mata",5146878,176
"8135890","C","Miley Cyrus",91947733,176
"8490390","RNN","Lindsay Lohan",40252855,176
"916099","RNN","Manny Pacquiáo",25713027,176
"11061022","RNN","Saoirse Ronan",9982884,177
"14279","NR","Hugh Hefner",20781134,177
"15587","NR","Joshua Jackson",9380359,177
"1563002","RNN","James Franco",26327644,177
"158448","RNN","Rachel Weisz",19698635,177
"15992","NR","Jimmy Carter",20970951,177
"16027","RNN","J. K. Rowling",22229230,177
"169602","C","Billy Ray Cyrus",11469273,177
"20076","RNN","Martin Luther King, Jr.",28854653,177
"20455","NR","Michael Jordan",49879093,177
"21247","C","Neil Armstrong",27740982,177
"244932","NR","Paul Walker",31764885,177
"27611","NR","Sarah Michelle Gellar",18689044,177
"2798963","NR","Regina Spektor",6599631,177
"2808834","RNN","David Guetta",28980836,177
"30029","NR","Terry Pratchett",7534115,177
"42357","NR","Elizabeth Taylor",30501275,177
"45967","NR","Richard Burton",7541157,177
"52139","RNN","Audrey Hepburn",34983096,177
"55964","NR","Lennox Lewis",7354617,177
"11538573","RNN","Rosie Huntington-Whiteley",16099391,178
"1303679","RNN","Samuel Eto'o",15494728,178
"1353497","NR","Shia LaBeouf",25697179,178
"146638","NR","Ayrton Senna",18835095,178
"159370","RNN","Rosamund Pike",8281974,178
"16175","C","Jennifer Lopez",47371469,178
"16477368","C","Katy Perry",61762831,178
"1792975","RNN","Tom Hardy",24412789,178
"189930","NR","Omar Sharif",6247708,178
"208160","NR","Brandon Lee",17369758,178
"20913924","TT","Katherine Heigl",22658028,178
"23805","NR","Pope John Paul II",38369456,178
"24041298","C","Robert Pattinson",50103232,178
"26940","NR","Steven Spielberg",29240531,178
"276348","NR","Monica Bellucci",20522771,178
"33209238","C","Lana Del Rey",28469220,178
"462070","NR","Rhona Mitra",7115854,178
"5422144","C","Taylor Swift",58688243,178
"745856","RNN","Isla Fisher",14160123,178
"9726633","RNN","Hayley Williams",16538187,178
"1031515","RNN","Eva Mendes",17930493,180
"1086479","NR","Carla Bruni",14027014,180
"149243","C","Emma Watson",46840359,180
"15890","NR","Jack Kerouac",9993299,180
"20647283","C","Rachel Bilson",13360925,180
"20647359","NR","Elisha Cuthbert",13121735,180
"21377045","NR","Rick Ross",10215960,180
"23680998","C","Justin Bieber",113558067,180
"24041298","C","Robert Pattinson",50103232,180
"255645","NR","Wilt Chamberlain",10629180,180
"3002912","C","Franck Ribéry",14437270,180
"306724","NR","Eddie Guerrero",11212886,180
"4148655","RNN","Jeremy Renner",14503115,180
"42069","NR","Brian May",8514100,180
"52711","C","Leonardo DiCaprio",53901927,180
"5422144","C","Taylor Swift",58688243,180
"59533","NR","Lou Reed",12574622,180
"623737","C","Cristiano Ronaldo",91677973,180
"72336","NR","Barbra Streisand",17611980,180
"8135890","C","Miley Cyrus",91947733,180
"10672","NR","Frank Zappa",14976422,182
"15852","C","John Lennon",58141089,182
"15992","RNN","Jimmy Carter",20970951,182
"1600453","NR","Kumi Koda",6403379,182
"16152986","NR","Eden Hazard",8910775,182
"165507","NR","Avril Lavigne",43963702,182
"17173785","NR","Heath Ledger",53298524,182
"21222169","NR","James McAvoy",14339443,182
"23005","NR","Philip K. Dick",6911707,182
"277721","NR","Kate Beckinsale",22936242,182
"3382","RNN","Britney Spears",58474806,182
"34071","NR","Whitney Houston",38908449,182
"45985","NR","George Michael",12576783,182
"5013777","NR","Keri Hilson",9595388,182
"5422144","C","Taylor Swift",58688243,182
"6479315","RNN","Shakira",54558771,182
"71870","C","Johnny Depp",83016743,182
"7352704","NR","Leona Lewis",14773767,182
"8397","NR","Danny Elfman",6249137,182
"9726633","NR","Hayley Williams",16538187,182
"101393","NR","Liev Schreiber",9059059,183
"156126","NR","The Rock",49588797,183
"16245","NR","Janis Joplin",21526881,183
"180306","NR","Valentino Rossi",10533737,183
"19394613","C","Kim Kardashian",66670205,183
"2095762","NR","Channing Tatum",33586668,183
"21247","C","Neil Armstrong",27740982,183
"24041298","NR","Robert Pattinson",50103232,183
"345792","NR","Mark Calaway",36963228,183
"3504698","NR","Vanessa Hudgens",34030925,183
"426381","NR","George Best",7456666,183
"4429395","NR","Eminem",108953700,183
"44463","NR","Sophia Loren",14288949,183
"534366","C","Barack Obama",112536577,183
"595323","NR","Tony Scott",6393326,183
"604244","NR","Anne Hathaway",22832307,183
"60903","NR","Larry Page",9585448,183
"6162301","NR","Dakota Fanning",29506711,183
"71870","NR","Johnny Depp",83016743,183
"86665","NR","Jim Carrey",36248249,183
"1030991","NR","Evan Rachel Wood",14586521,184
"1229883","NR","Bar Refaeli",11754327,184
"147311","NR","Ray Charles",16687029,184
"14995351","C","Michael Jackson",145250649,184
"153295","C","Daniel Radcliffe",31810849,184
"15852","C","John Lennon",58141089,184
"169602","C","Billy Ray Cyrus",11469273,184
"20865738","NR","Derrick Rose",9750522,184
"20913246","C","Scarlett Johansson",47029383,184
"20979","NR","Mikhail Gorbachev",16776035,184
"2575","NR","André the Giant",11093995,184
"26182584","NR","Fedor Emelianenko",20015675,184
"31501","NR","Tim Burton",30153184,184
"365352","RNN","Bradley Cooper",25936636,184
"4429395","NR","Eminem",108953700,184
"508717","NR","Julia Stiles",11170550,184
"57187","RNN","Mick Jagger",22402625,184
"5792809","C","Angelina Jolie",68213700,184
"71870","C","Johnny Depp",83016743,184
"939583","C","Amy Winehouse",46157347,184
"11955","C","George H. W. Bush",21361900,185
"13331280","NR","Jim Parsons",26255673,185
"13736167","RNN","Paul McCartney",33759450,185
"14995351","C","Michael Jackson",145250649,185
"158287","NR","Sid Vicious",14789672,185
"16894","NR","Kylie Minogue",18946497,185
"169602","RNN","Billy Ray Cyrus",11469273,185
"18717883","NR","Jodie Foster",21133609,185
"192481","C","50 Cent",42347730,185
"19831","RNN","Margaret Thatcher",37450537,185
"25571585","RNN","Kesha",28306872,185
"25832","RNN","Ringo Starr",19978182,185
"29331348","C","Avicii",12321754,185
"3504698","RNN","Vanessa Hudgens",34030925,185
"383899","NR","Seth MacFarlane",20184332,185
"4429395","C","Eminem",108953700,185
"5007334","RNN","Lily Allen",12998637,185
"523032","TT","Kanye West",41382483,185
"63321","NR","Peter O'Toole",7293617,185
"8083","TT","Dr. Dre",29293088,185
"101631","NR","Yukio Mishima",9253057,186
"1233754","NR","Tom Welling",9122450,186
"144936","C","Jackie Chan",44209817,186
"1579814","RNN","Cee-Lo",11439808,186
"168540","NR","Lil Wayne",64484487,186
"1713217","C","Zoe Saldana",16494915,186
"173825","RNN","Roger Waters",11108788,186
"17782843","C","Lady Gaga",104562647,186
"20949091","NR","Jennifer Garner",16731657,186
"2110323","C","Rihanna",89939558,186
"221259","RNN","Kurt Russell",12257857,186
"240940","TT","LeBron James",30950673,186
"340254","NR","Mena Suvari",7956627,186
"44463","NR","Sophia Loren",14288949,186
"4513237","TT","Chris Pine",11891148,186
"525755","RNN","Kevin Garnett",7681568,186
"623737","C","Cristiano Ronaldo",91677973,186
"63401","RNN","Stephen Fry",13578895,186
"711747","RNN","Patrick Dempsey",12762025,186
"8135890","C","Miley Cyrus",91947733,186
"1806","NR","Arnold Schwarzenegger",54504491,187
"19376148","NR","Stephen Hawking",48854549,187
"22835550","NR","Noomi Rapace",9476307,187
"23680998","C","Justin Bieber",113558067,187
"27005455","C","Bruno Mars",38317635,187
"27848","NR","Steve Wozniak",17140377,187
"2944","NR","Ariel Sharon",8642705,187
"29490","RNN","Saddam Hussein",26122662,187
"31341","RNN","Tupac Shakur",59789956,187
"330395","NR","Marc Anthony",11317560,187
"42357","NR","Elizabeth Taylor",30501275,187
"43373","NR","Clint Eastwood",38171082,187
"52627","NR","Antonio Banderas",16789456,187
"54539","RNN","Eddie Murphy",21815099,187
"64966","RNN","Maria Callas",12050478,187
"66164","NR","Ronaldo",38313289,187
"679409","NR","Nicholas Sparks",7278422,187
"69323","C","Justin Timberlake",39421979,187
"731111","TT","Ryan Reynolds",33408554,187
"804581","C","Anne Frank",26806636,187
"1439517","NR","Rafael Nadal",31040194,188
"16308","NR","Jet Li",22726161,188
"16705483","C","Zac Efron",37182510,188
"17782843","C","Lady Gaga",104562647,188
"19903","NR","Marlon Brando",25201124,188
"2110323","C","Rihanna",89939558,188
"22055","NR","Neil Gaiman",6685734,188
"23680998","C","Justin Bieber",113558067,188
"3092836","NR","Michael Fassbender",15896512,188
"37313","NR","Bruce Lee",56281877,188
"379216","NR","Wladimir Klitschko",17489664,188
"42148","RNN","Dustin Hoffman",13643777,188
"43373","NR","Clint Eastwood",38171082,188
"4540726","NR","Jessica Simpson",12911052,188
"52139","TT","Audrey Hepburn",34983096,188
"623737","C","Cristiano Ronaldo",91677973,188
"6479315","C","Shakira",54558771,188
"68131","RNN","Martin Sheen",18030511,188
"685663","NR","Tara Reid",10921560,188
"69323","C","Justin Timberlake",39421979,188
"140308","C","Alice Cooper",14780422,189
"142540","C","Mos Def",9119512,189
"159599","C","Ben Affleck",25108625,189
"163038","C","Aamir Khan",16222082,189
"16384","RNN","John Belushi",11333375,189
"164910","C","Serena Williams",15363289,189
"172395","NR","Larry Ellison",6003930,189
"17782843","C","Lady Gaga",104562647,189
"23805","C","Pope John Paul II",38369456,189
"26940","C","Steven Spielberg",29240531,189
"299717","NR","Courteney Cox",15912321,189
"3356","C","Bill Clinton",31143787,189
"383899","C","Seth MacFarlane",20184332,189
"43373","C","Clint Eastwood",38171082,189
"5122699","NR","John Kerry",6545024,189
"623737","C","Cristiano Ronaldo",91677973,189
"6933101","NR","Kevin Durant",10366391,189
"711747","NR","Patrick Dempsey",12762025,189
"7412236","C","Steve Jobs",78372660,189
"8900348","NR","Nina Dobrev",21319753,189
"11983273","NR","Aishwarya Rai",21607556,190
"15308","TT","Ian McKellen",14463626,190
"15852","C","John Lennon",58141089,190
"16245","C","Janis Joplin",21526881,190
"18366271","TT","Nick Jonas",17186037,190
"19084502","RNN","Michael Phelps",24484817,190
"199158","RNN","Mark Knopfler",8534134,190
"199445","C","Wayne Rooney",22509105,190
"21491340","RNN","Olivia Wilde",27290905,190
"2150841","RNN","Lionel Messi",82454215,190
"32817","C","Vladimir Putin",23717139,190
"4429395","C","Eminem",108953700,190
"52139","NR","Audrey Hepburn",34983096,190
"557007","NR","Nicolas Sarkozy",19888620,190
"571725","NR","Queen Rania of Jordan",5624122,190
"728776","RNN","Zlatan Ibrahimović",30902757,190
"8269381","RNN","Wiz Khalifa",23292706,190
"83688","TT","Beyoncé",53049791,190
"88923","C","Snoop Dogg",37419499,190
"9288","C","Elvis Presley",55896331,190
"105407","C","Rod Stewart",13374383,191
"14995351","C","Michael Jackson",145250649,191
"15252813","C","Daniel Craig",28066604,191
"1783180","NR","Willow Smith",14001605,191
"18717883","RNN","Jodie Foster",21133609,191
"1873388","NR","Emily Osment",14384546,191
"19499","C","Mariah Carey",36400183,191
"229198","RNN","Haruki Murakami",14583103,191
"22965242","NR","Romelu Lukaku",5918488,191
"2397","TT","Anthony Hopkins",16055086,191
"26940","RNN","Steven Spielberg",29240531,191
"31460","C","Tom Cruise",48511575,191
"356167","NR","Steven Williams",18539407,191
"4014486","NR","Diego Milito",6427541,191
"4764846","NR","Usain Bolt",27968614,191
"6844407","C","Selena Gomez",87742946,191
"6873934","NR","Steve Irwin",10859234,191
