"en_curid","outcome","name","TotalPageViews","participant"
"310301","NR","Téa Leoni",6904110,83
"324168","NR","Larry Hagman",6402862,83
"375502","NR","George Lazenby",5913808,83
"71870","TT","Johnny Depp",83016743,83
"731111","TT","Ryan Reynolds",33408554,83
"8135890","C","Miley Cyrus",91947733,83
"102685","C","Tina Fey",13580516,84
"12520860","C","Demi Lovato",53414996,84
"1512539","C","Jesse Eisenberg",10586011,84
"154698","C","Will Smith",55709750,84
"15852","C","John Lennon",58141089,84
"158889","C","George Clooney",30655961,84
"16175","C","Jennifer Lopez",47371469,84
"17782843","C","Lady Gaga",104562647,84
"1828","NR","Amitabh Bachchan",13399037,84
"208160","NR","Brandon Lee",17369758,84
"20913302","C","Robert De Niro",31396706,84
"2190438","RNN","Ashley Tisdale",26995415,84
"22995","RNN","Patti Smith",8611433,84
"23680998","C","Justin Bieber",113558067,84
"262376","TT","Roger Federer",36800261,84
"30278","NR","Terence Hill",10153348,84
"39879","RNN","Alan Rickman",15393725,84
"4429395","C","Eminem",108953700,84
"5792809","C","Angelina Jolie",68213700,84
"63132","C","Jon Bon Jovi",13380963,84
"149243","C","Emma Watson",46840359,85
"14995351","C","Michael Jackson",145250649,85
"1532027","NR","T.I.",22573624,85
"15766","C","James Brown",11630544,85
"2110323","C","Rihanna",89939558,85
"21566","NR","Noam Chomsky",15758813,85
"228998","NR","Christopher Hitchens",9897213,85
"23805","C","Pope John Paul II",38369456,85
"2588300","RNN","Jennifer Carpenter",9896216,85
"2777824","NR","The Rev",8290170,85
"278119","C","Charlie Sheen",44461809,85
"2944","NR","Ariel Sharon",8642705,85
"29455","C","Sandra Bullock",34067509,85
"319659","NR","Fergie",8405984,85
"345802","C","John Cena",48740783,85
"400738","C","Mila Kunis",56135643,85
"5422144","NR","Taylor Swift",58688243,85
"555483","NR","Vitali Klitschko",12951350,85
"61020","RNN","Dave Mustaine",10233558,85
"71870","C","Johnny Depp",83016743,85
"12153654","C","Elizabeth II of the United Kingdom",54551771,86
"12520860","C","Demi Lovato",53414996,86
"144936","C","Jackie Chan",44209817,86
"14596669","NR","Kofi Kingston",5710358,86
"156126","C","The Rock",49588797,86
"163038","NR","Aamir Khan",16222082,86
"17173785","RNN","Heath Ledger",53298524,86
"3747","C","Bill Gates",54216010,86
"39942","C","Jennifer Aniston",43727724,86
"476044","RNN","Tilda Swinton",9133923,86
"493900","RNN","Patrick Swayze",27039978,86
"64673","TT","Bruce Willis",37426877,86
"652402","RNN","David Bautista",18410182,86
"666910","TT","Vince Vaughn",10000834,86
"6844407","C","Selena Gomez",87742946,86
"71870","TT","Johnny Depp",83016743,86
"728776","C","Zlatan Ibrahimović",30902757,86
"8135890","C","Miley Cyrus",91947733,86
"8239846","TT","Bob Marley",60597640,86
"8490390","C","Lindsay Lohan",40252855,86
"153956","C","Richard Gere",16671683,87
"1554192","C","Dirk Kuyt",5022460,87
"17173785","NR","Heath Ledger",53298524,87
"1769827","NR","Megan Fox",59594557,87
"182997","NR","Kathleen Turner",5073243,87
"19614294","C","Rowan Atkinson",20784328,87
"21222062","NR","Brian Eno",6745450,87
"21504","RNN","Nicole Kidman",25399016,87
"2204744","C","Michelle Obama",16019469,87
"2796527","NR","T-Pain",12018033,87
"331124","TT","Christian Bale",35700117,87
"378093","NR","Alexis Bledel",12673381,87
"44219","C","Mel Gibson",25778872,87
"52139","C","Audrey Hepburn",34983096,87
"54539","C","Eddie Murphy",21815099,87
"5655","NR","Courtney Love",14631264,87
"6050453","C","Kevin-Prince Boateng",9708656,87
"71870","C","Johnny Depp",83016743,87
"72671","C","Angela Merkel",18136237,87
"80335","RNN","Helena Bonham Carter",23498486,87
"12153654","C","Elizabeth II of the United Kingdom",54551771,88
"14279","C","Hugh Hefner",20781134,88
"14995351","C","Michael Jackson",145250649,88
"158448","RNN","Rachel Weisz",19698635,88
"16175","C","Jennifer Lopez",47371469,88
"204467","RNN","Kim Basinger",11099170,88
"20796","NR","Malcolm X",25768520,88
"2265561","C","Blake Lively",28951079,88
"23680998","C","Justin Bieber",113558067,88
"255405","NR","Bruce Dickinson",8476449,88
"31501","TT","Tim Burton",30153184,88
"3793726","RNN","Jackson Rathbone",9488490,88
"40547","NR","Ian Curtis",7327927,88
"44849","C","Brad Pitt",55005621,88
"534366","C","Barack Obama",112536577,88
"537682","NR","Chris Bosh",5424898,88
"71870","C","Johnny Depp",83016743,88
"7412236","C","Steve Jobs",78372660,88
"8135890","C","Miley Cyrus",91947733,88
"90095","C","Ben Stiller",21815984,88
"1181010","RNN","Logan Lerman",14300785,89
"14995351","C","Michael Jackson",145250649,89
"154698","TT","Will Smith",55709750,89
"1656784","NR","CM Punk",18824912,89
"19499","C","Mariah Carey",36400183,89
"2110323","C","Rihanna",89939558,89
"220160","TT","Thierry Henry",21346807,89
"276392","NR","Portia de Rossi",12302051,89
"30528002","C","Ed Sheeran",13277238,89
"3356","C","Bill Clinton",31143787,89
"363163","NR","Thalía",8738921,89
"377205","RNN","Adam Brody",9342015,89
"4014486","NR","Diego Milito",6427541,89
"46165","NR","Charlton Heston",10649101,89
"4998554","NR","Kelly Kelly",9602004,89
"61982","NR","Robert Redford",13000786,89
"623737","C","Cristiano Ronaldo",91677973,89
"71870","C","Johnny Depp",83016743,89
"78468","NR","David Attenborough",6539368,89
"9288","C","Elvis Presley",55896331,89
"1084395","NR","Josh Holloway",5450077,90
"13717","C","Halle Berry",20582269,90
"171045","C","Robert Downey Jr.",13378029,90
"17782843","C","Lady Gaga",104562647,90
"19376148","C","Stephen Hawking",48854549,90
"1955932","RNN","Lukas Podolski",10730869,90
"2110323","C","Rihanna",89939558,90
"21111","C","Nicolas Cage",36527470,90
"23805","TT","Pope John Paul II",38369456,90
"280636","NR","Gary Moore",7895251,90
"3356","C","Bill Clinton",31143787,90
"34016927","RNN","Skrillex",26875680,90
"3747","NR","Bill Gates",54216010,90
"42068","C","Freddie Mercury",56680942,90
"4429395","C","Eminem",108953700,90
"5792809","C","Angelina Jolie",68213700,90
"58719","C","Judy Garland",16832790,90
"68904","NR","Michael J. Fox",23391970,90
"69323","C","Justin Timberlake",39421979,90
"71870","C","Johnny Depp",83016743,90
"1017","RNN","Allen Ginsberg",7134493,91
"1054604","NR","Emily Blunt",16274179,91
"12153654","C","Elizabeth II of the United Kingdom",54551771,91
"16308","NR","Jet Li",22726161,91
"17782843","C","Lady Gaga",104562647,91
"19043935","NR","Lisa Marie Presley",11879372,91
"21247","TT","Neil Armstrong",27740982,91
"213163","NR","Gary Oldman",21222575,91
"26940","NR","Steven Spielberg",29240531,91
"31341","NR","Tupac Shakur",59789956,91
"31460","TT","Tom Cruise",48511575,91
"42104","C","Cameron Diaz",30092275,91
"4429395","C","Eminem",108953700,91
"5132","NR","Charlize Theron",27622039,91
"522014","NR","Kristin Scott Thomas",5780303,91
"660446","NR","Vanessa Paradis",12859057,91
"71870","C","Johnny Depp",83016743,91
"8269381","NR","Wiz Khalifa",23292706,91
"892372","C","Tiësto",10639224,91
"93759","NR","SIR Richard Branson",13068009,91
"102994","TT","Bill Murray",13837184,92
"150056","C","Axl Rose",18025270,92
"20076","RNN","Martin Luther King, Jr.",28854653,92
"20437813","C","Debby Ryan",11370676,92
"20455","C","Michael Jordan",49879093,92
"217790","C","Christina Ricci",14772807,92
"2278804","RNN","Henry Cavill",14038774,92
"23243880","NR","Lance Armstrong",17834452,92
"23680998","C","Justin Bieber",113558067,92
"296256","C","Jude Law",19426719,92
"409842","NR","Jayne Mansfield",8682946,92
"415175","C","Vin Diesel",39643634,92
"42621","TT","Gwyneth Paltrow",26075982,92
"4429395","C","Eminem",108953700,92
"534366","C","Barack Obama",112536577,92
"61797","NR","Yul Brynner",6944955,92
"623737","C","Cristiano Ronaldo",91677973,92
"8239846","C","Bob Marley",60597640,92
"876916","C","Kaley Cuoco",33795489,92
"8900348","C","Nina Dobrev",21319753,92
"113746","NR","Sean Penn",19807896,93
"14995351","TT","Michael Jackson",145250649,93
"16422","NR","Joni Mitchell",6102993,93
"1783180","NR","Willow Smith",14001605,93
"19222532","TT","Peter Jackson",10807322,93
"19394613","RNN","Kim Kardashian",66670205,93
"262260","NR","Steve Vai",8120591,93
"26709","NR","Sean Connery",24725280,93
"2991300","NR","Cobie Smulders",18904652,93
"347480","NR","Raúl González",9279576,93
"39027","NR","Mike Tyson",31411645,93
"4014486","NR","Diego Milito",6427541,93
"52707","NR","Kate Winslet",27624855,93
"6064346","NR","Cory Monteith",17613744,93
"623737","C","Cristiano Ronaldo",91677973,93
"704723","RNN","Neil Patrick Harris",34215346,93
"71870","RNN","Johnny Depp",83016743,93
"723489","TT","Miranda Cosgrove",26971468,93
"735479","NR","Antonio Cassano",6816399,93
"876916","NR","Kaley Cuoco",33795489,93
"13736167","C","Paul McCartney",33759450,94
"15852","C","John Lennon",58141089,94
"158595","RNN","Rupert Grint",17085803,94
"162617","TT","Chuck Norris",39583094,94
"165507","C","Avril Lavigne",43963702,94
"20022961","NR","Liam Hemsworth",21614952,94
"2110323","C","Rihanna",89939558,94
"2150841","C","Lionel Messi",82454215,94
"25169","C","Quentin Tarantino",41489929,94
"32901","C","Woody Allen",27097646,94
"37313","C","Bruce Lee",56281877,94
"38459","TT","Natalie Portman",45549617,94
"446099","NR","John Terry",7477045,94
"447541","NR","Rick Astley",8008978,94
"4513237","RNN","Chris Pine",11891148,94
"5132","RNN","Charlize Theron",27622039,94
"5792809","RNN","Angelina Jolie",68213700,94
"5806040","NR","Hrithik Roshan",12212662,94
"61982","RNN","Robert Redford",13000786,94
"8239846","C","Bob Marley",60597640,94
"1229883","NR","Bar Refaeli",11754327,95
"1296564","RNN","Kristen Bell",21506575,95
"147995","RNN","Marvin Gaye",11984410,95
"17782843","C","Lady Gaga",104562647,95
"21026","RNN","Meat Loaf",9993547,95
"265586","RNN","Jeremy Clarkson",12590498,95
"34289","NR","Yasser Arafat",10754953,95
"345802","RNN","John Cena",48740783,95
"356167","NR","Steven Williams",18539407,95
"363163","RNN","Thalía",8738921,95
"37313","RNN","Bruce Lee",56281877,95
"405704","RNN","Chris Martin",13683632,95
"43373","RNN","Clint Eastwood",38171082,95
"44059","NR","Harrison Ford",23806375,95
"61404","RNN","Sylvester Stallone",43805205,95
"64182","RNN","Liam Neeson",29457449,95
"6944155","RNN","Mark Wahlberg",34946991,95
"71870","C","Johnny Depp",83016743,95
"804581","C","Anne Frank",26806636,95
"890","NR","Anna Kournikova",8817761,95
"14995351","C","Michael Jackson",145250649,96
"1563002","C","James Franco",26327644,96
"16095","NR","Jimi Hendrix",39460548,96
"168540","C","Lil Wayne",64484487,96
"16899","NR","Kareem Abdul-Jabbar",11460425,96
"170779","C","Hugh Grant",13474493,96
"18622157","NR","James Dean",21035842,96
"2629332","C","Kristen Stewart",55438548,96
"278119","C","Charlie Sheen",44461809,96
"335195","NR","Stephen Colbert",8744243,96
"493900","NR","Patrick Swayze",27039978,96
"60192","C","Bruce Springsteen",21789348,96
"64182","TT","Liam Neeson",29457449,96
"6479315","C","Shakira",54558771,96
"6944155","TT","Mark Wahlberg",34946991,96
"728776","C","Zlatan Ibrahimović",30902757,96
"739547","C","José Mourinho",18714273,96
"7412236","C","Steve Jobs",78372660,96
"878666","RNN","Dwyane Wade",11423765,96
"886579","TT","Eva Longoria",13494668,96
"100405","NR","Robert Plant",11281415,97
"1084540","NR","Ian Somerhalder",24624912,97
"17782843","C","Lady Gaga",104562647,97
"192481","RNN","50 Cent",42347730,97
"2179398","NR","Bear Grylls",18339544,97
"219358","NR","Marisa Tomei",10193813,97
"25169","NR","Quentin Tarantino",41489929,97
"29490","NR","Saddam Hussein",26122662,97
"426208","NR","Mitt Romney",22395415,97
"4429395","C","Eminem",108953700,97
"460349","NR","Ralph Lauren",6463358,97
"5245920","RNN","Gareth Bale",13247687,97
"54306","NR","Samuel L. Jackson",19076950,97
"5792809","C","Angelina Jolie",68213700,97
"61404","NR","Sylvester Stallone",43805205,97
"63747","NR","Muhammad Ali",36149628,97
"68322","RNN","Faye Dunaway",5301138,97
"6844407","C","Selena Gomez",87742946,97
"7412236","C","Steve Jobs",78372660,97
"879015","NR","Kal Penn",10048011,97
"1354745","RNN","Carles Puyol",8809553,98
"154698","TT","Will Smith",55709750,98
"162870","C","Jay-Z",42716217,98
"17782843","C","Lady Gaga",104562647,98
"18717883","RNN","Jodie Foster",21133609,98
"19831","NR","Margaret Thatcher",37450537,98
"2289856","RNN","Elizabeth Banks",14112584,98
"262376","RNN","Roger Federer",36800261,98
"301775","RNN","Hulk Hogan",23368243,98
"331124","NR","Christian Bale",35700117,98
"415045","RNN","Betty White",13817928,98
"42068","C","Freddie Mercury",56680942,98
"44059","RNN","Harrison Ford",23806375,98
"4637590","NR","Bob Dylan",33728144,98
"61020","NR","Dave Mustaine",10233558,98
"6844407","C","Selena Gomez",87742946,98
"704723","RNN","Neil Patrick Harris",34215346,98
"83312","NR","Sting",7797015,98
"83688","C","Beyoncé",53049791,98
"8618","C","David Beckham",36709829,98
"1297124","RNN","Kaká",26741890,99
"149561","NR","Donna Summer",8883377,99
"14995351","C","Michael Jackson",145250649,99
"16121057","NR","Ashley Greene",15579854,99
"17782843","TT","Lady Gaga",104562647,99
"2169603","NR","Philipp Lahm",5347641,99
"217790","NR","Christina Ricci",14772807,99
"30278","NR","Terence Hill",10153348,99
"31341","C","Tupac Shakur",59789956,99
"345792","RNN","Mark Calaway",36963228,99
"377205","NR","Adam Brody",9342015,99
"3793726","NR","Jackson Rathbone",9488490,99
"4429395","C","Eminem",108953700,99
"524577","NR","Ronaldinho",38309688,99
"58586","NR","John Denver",7464749,99
"665823","RNN","Randy Orton",23344519,99
"8239846","C","Bob Marley",60597640,99
"876916","NR","Kaley Cuoco",33795489,99
"936829","RNN","Zooey Deschanel",33206930,99
"98607","NR","Kristin Kreuk",10587453,99
"11857","NR","George Lucas",11639480,100
"147726","NR","Shaquille O'Neal",22576212,100
"150056","RNN","Axl Rose",18025270,100
"159351","NR","Chad Kroeger",6898352,100
"168540","RNN","Lil Wayne",64484487,100
"20118104","C","Alessandro Del Piero",12834262,100
"227696","NR","Luciano Pavarotti",9663014,100
"276433","NR","Haley Joel Osment",10709280,100
"278119","NR","Charlie Sheen",44461809,100
"331124","RNN","Christian Bale",35700117,100
"364813","NR","Bashar al-Assad",10920024,100
"3830432","NR","Amy Adams",18820624,100
"39660","TT","Pope Benedict XVI",30549543,100
"400738","C","Mila Kunis",56135643,100
"42620","NR","Grace Kelly",17860537,100
"71870","C","Johnny Depp",83016743,100
"7891","NR","David Lynch",14788182,100
"9195868","C","Orlando Bloom",21289645,100
"939583","C","Amy Winehouse",46157347,100
"97778","NR","Slash",8005989,100
"1327710","RNN","Steve Carell",14292848,101
"152447","NR","Sean Combs",16758547,101
"16175","C","Jennifer Lopez",47371469,101
"163618","NR","Michael Gambon",9500529,101
"16705483","C","Zac Efron",37182510,101
"20584","RNN","Morgan Freeman",28543488,101
"21111","C","Nicolas Cage",36527470,101
"23680998","C","Justin Bieber",113558067,101
"345792","NR","Mark Calaway",36963228,101
"363856","NR","George Takei",6658731,101
"365964","NR","Mandy Moore",16301619,101
"37313","NR","Bruce Lee",56281877,101
"3747","NR","Bill Gates",54216010,101
"38828","NR","Michael Bloomberg",7358680,101
"509997","RNN","Hayden Panettiere",25278763,101
"616575","NR","Frank Rijkaard",5428633,101
"69323","C","Justin Timberlake",39421979,101
"707815","RNN","Jason Statham",39879628,101
"78781","NR","Michael Douglas",18370864,101
"804581","C","Anne Frank",26806636,101
"164120","NR","Ethan Hawke",10854797,102
"16991","NR","Keith Moon",7354518,102
"19394613","C","Kim Kardashian",66670205,102
"19661665","NR","Andy Whitfield",11643053,102
"21501511","RNN","Adam Lambert",14024171,102
"230698","NR","Helen Mirren",9375156,102
"24041298","C","Robert Pattinson",50103232,102
"25832","RNN","Ringo Starr",19978182,102
"331124","RNN","Christian Bale",35700117,102
"3741746","TT","Emma Stone",35516223,102
"38301","NR","Fidel Castro",28679945,102
"43113","NR","Ashley Judd",9774675,102
"444645","NR","Dan Brown",13217400,102
"523032","TT","Kanye West",41382483,102
"58719","NR","Judy Garland",16832790,102
"67404","RNN","Steven Seagal",24089166,102
"71870","C","Johnny Depp",83016743,102
"7412236","C","Steve Jobs",78372660,102
"8083","RNN","Dr. Dre",29293088,102
"8135890","C","Miley Cyrus",91947733,102
"100692","NR","Denzel Washington",25369115,103
"142809","NR","Chester Bennington",10227582,103
"145584","NR","Dalida",6320022,103
"14995351","C","Michael Jackson",145250649,103
"171606","NR","Ed Harris",7002119,103
"208580","NR","Priscilla Presley",8379215,103
"22570683","C","Nicki Minaj",59132166,103
"244932","RNN","Paul Walker",31764885,103
"25428","NR","Roman Polański",18610076,103
"261035","RNN","Kelly Rowland",10879964,103
"262482","NR","Melanie Brown",7197549,103
"2629332","TT","Kristen Stewart",55438548,103
"276433","NR","Haley Joel Osment",10709280,103
"306478","NR","Keith Haring",8863257,103
"3414021","C","George Bush",42866705,103
"49650","RNN","Dan Aykroyd",9627044,103
"53494","NR","Christopher Lee",13518960,103
"60328","NR","Alanis Morissette",12497345,103
"74326","NR","Nadia Comaneci",6197895,103
"88923","C","Snoop Dogg",37419499,103
"1031258","RNN","Evangeline Lilly",9862816,104
"142510","TT","The Notorious B.I.G.",29134431,104
"149243","C","Emma Watson",46840359,104
"152680","NR","Franz Beckenbauer",7520144,104
"154247","NR","Eddie Vedder",12026210,104
"158889","TT","George Clooney",30655961,104
"19394613","C","Kim Kardashian",66670205,104
"20913302","RNN","Robert De Niro",31396706,104
"2095762","C","Channing Tatum",33586668,104
"23680998","C","Justin Bieber",113558067,104
"296388","NR","Lucy Lawless",11050132,104
"3747","TT","Bill Gates",54216010,104
"415045","C","Betty White",13817928,104
"48874","NR","Hugo Chávez",20304774,104
"5132","RNN","Charlize Theron",27622039,104
"534366","C","Barack Obama",112536577,104
"63747","C","Muhammad Ali",36149628,104
"665823","NR","Randy Orton",23344519,104
"76772","NR","Bono",12372597,104
"9288","C","Elvis Presley",55896331,104
"1031515","NR","Eva Mendes",17930493,105
"1126578","NR","Ciara",12020440,105
"16095","C","Jimi Hendrix",39460548,105
"165507","C","Avril Lavigne",43963702,105
"1806","C","Arnold Schwarzenegger",54504491,105
"1882517","C","Terry Crews",12283508,105
"19394613","RNN","Kim Kardashian",66670205,105
"2110323","C","Rihanna",89939558,105
"21132373","NR","Jeff Goldblum",8622889,105
"2318278","NR","Johnny Galecki",18581540,105
"235323","NR","Michael Keaton",9703755,105
"27005455","C","Bruno Mars",38317635,105
"34071","C","Whitney Houston",38908449,105
"37313","NR","Bruce Lee",56281877,105
"57187","C","Mick Jagger",22402625,105
"615995","NR","Devon Aoki",5557751,105
"64182","C","Liam Neeson",29457449,105
"707815","NR","Jason Statham",39879628,105
"8300","RNN","Doris Day",10096655,105
"936829","NR","Zooey Deschanel",33206930,105
"10576","NR","Francis Ford Coppola",11188194,106
"1221476","C","Chris Hemsworth",24440640,106
"148341","C","Carlos Santana",12677169,106
"203407","C","Celine Dion",22409500,106
"20455","RNN","Michael Jordan",49879093,106
"20650188","RNN","Bernard L. Madoff",10441267,106
"23680998","C","Justin Bieber",113558067,106
"38459","NR","Natalie Portman",45549617,106
"42620","C","Grace Kelly",17860537,106
"445390","NR","Bon Scott",8711591,106
"52711","C","Leonardo DiCaprio",53901927,106
"53242","RNN","Robin Williams",22886354,106
"534366","C","Barack Obama",112536577,106
"61404","NR","Sylvester Stallone",43805205,106
"71870","C","Johnny Depp",83016743,106
"749247","NR","Michael C. Hall",13435781,106
"78239","NR","Julie Andrews",12423025,106
"80903","RNN","Billie Joe Armstrong",13435021,106
"8135890","NR","Miley Cyrus",91947733,106
"86665","C","Jim Carrey",36248249,106
"1024181","NR","Carlos Tévez",11898406,107
"105389","NR","Jeff Beck",8204648,107
"16477368","C","Katy Perry",61762831,107
"1783180","NR","Willow Smith",14001605,107
"19831","NR","Margaret Thatcher",37450537,107
"20913246","RNN","Scarlett Johansson",47029383,107
"24041298","C","Robert Pattinson",50103232,107
"2629332","RNN","Kristen Stewart",55438548,107
"2844938","NR","Mark Zuckerberg",62640549,107
"2941511","NR","Sarah Palin",29614010,107
"34350","NR","Yoko Ono",15232388,107
"5052197","RNN","Elton John",19975879,107
"534366","C","Barack Obama",112536577,107
"5422144","C","Taylor Swift",58688243,107
"594667","NR","Natasha Richardson",13795836,107
"67404","NR","Steven Seagal",24089166,107
"6844407","RNN","Selena Gomez",87742946,107
"760163","RNN","Rachel McAdams",25704275,107
"879015","NR","Kal Penn",10048011,107
"939583","C","Amy Winehouse",46157347,107
"157487","NR","Keith Richards",13481102,108
"16095","NR","Jimi Hendrix",39460548,108
"162617","RNN","Chuck Norris",39583094,108
"16707","RNN","Kurt Cobain",46176455,108
"16844","NR","Kofi Annan",6811032,108
"169602","NR","Billy Ray Cyrus",11469273,108
"1713217","NR","Zoe Saldana",16494915,108
"20455","RNN","Michael Jordan",49879093,108
"365193","NR","Trey Parker",7146708,108
"4311446","NR","Carey Mulligan",10977284,108
"4429395","C","Eminem",108953700,108
"45218","NR","Sacha Baron Cohen",24975783,108
"495350","NR","Toni Braxton",7255193,108
"534366","C","Barack Obama",112536577,108
"5792809","RNN","Angelina Jolie",68213700,108
"660446","NR","Vanessa Paradis",12859057,108
"71870","C","Johnny Depp",83016743,108
"8135890","C","Miley Cyrus",91947733,108
"8394247","RNN","Mario Barwuah Balotelli",22532081,108
"8786","RNN","David Bowie",33416436,108
"1116998","NR","Emmy Rossum",9442334,109
"12153654","NR","Elizabeth II of the United Kingdom",54551771,109
"14995351","C","Michael Jackson",145250649,109
"165507","C","Avril Lavigne",43963702,109
"168540","C","Lil Wayne",64484487,109
"17782843","C","Lady Gaga",104562647,109
"213163","NR","Gary Oldman",21222575,109
"23292229","NR","Akihito",11188348,109
"2397","NR","Anthony Hopkins",16055086,109
"44849","RNN","Brad Pitt",55005621,109
"45979","RNN","Victoria Beckham",13712992,109
"534636","NR","Stellan Skarsgård",8376167,109
"57570","NR","Sachin Tendulkar",16595288,109
"629851","NR","Carlos Slim Helú",17758978,109
"6479315","C","Shakira",54558771,109
"700310","NR","Ashlee Simpson-Wentz",7333603,109
"71870","RNN","Johnny Depp",83016743,109
"739547","RNN","José Mourinho",18714273,109
"8135890","C","Miley Cyrus",91947733,109
"936829","C","Zooey Deschanel",33206930,109
"10567534","NR","Blake Griffin",8194995,110
"148784","NR","Queen Latifah",10678807,110
"154247","NR","Eddie Vedder",12026210,110
"16175","C","Jennifer Lopez",47371469,110
"168540","TT","Lil Wayne",64484487,110
"171593","NR","Javier Bardem",16056838,110
"1769827","RNN","Megan Fox",59594557,110
"17837763","NR","Shinji Kagawa",10060397,110
"19222532","NR","Peter Jackson",10807322,110
"20022961","C","Liam Hemsworth",21614952,110
"21491340","NR","Olivia Wilde",27290905,110
"2150841","C","Lionel Messi",82454215,110
"24953","NR","Pelé",24153197,110
"276348","NR","Monica Bellucci",20522771,110
"299734","NR","Matt LeBlanc",11863418,110
"365193","NR","Trey Parker",7146708,110
"551643","NR","David Carradine",13149905,110
"598363","NR","Miriam Makeba",5806962,110
"6824","NR","Carl Sagan",12577599,110
"690389","NR","Josh Duhamel",14366635,110
"11983273","NR","Aishwarya Rai",21607556,111
"15852","TT","John Lennon",58141089,111
"163893","RNN","Elijah Wood",16049933,111
"1806","RNN","Arnold Schwarzenegger",54504491,111
"200750","NR","Adrien Brody",10966582,111
"21194008","RNN","Kate Bosworth",8817859,111
"22570683","C","Nicki Minaj",59132166,111
"23680998","C","Justin Bieber",113558067,111
"2844938","TT","Mark Zuckerberg",62640549,111
"31501","NR","Tim Burton",30153184,111
"43373","NR","Clint Eastwood",38171082,111
"534366","C","Barack Obama",112536577,111
"59720","NR","Alicia Keys",23271734,111
"6050453","NR","Kevin-Prince Boateng",9708656,111
"7886","NR","Drew Barrymore",22309505,111
"8239846","RNN","Bob Marley",60597640,111
"8394551","RNN","Jaden Smith",20652639,111
"8401973","NR","Desmond Tutu",6333888,111
"9288","C","Elvis Presley",55896331,111
"939583","C","Amy Winehouse",46157347,111
"147995","NR","Marvin Gaye",11984410,112
"14995351","C","Michael Jackson",145250649,112
"154698","C","Will Smith",55709750,112
"17782843","C","Lady Gaga",104562647,112
"1806","NR","Arnold Schwarzenegger",54504491,112
"18617829","NR","Jack Nicholson",24238521,112
"19672919","NR","Ewan McGregor",19280024,112
"2150841","NR","Lionel Messi",82454215,112
"27717","NR","Salma Hayek",23199811,112
"2925581","RNN","Miranda Kerr",17759072,112
"299717","NR","Courteney Cox",15912321,112
"327317","RNN","Nate Dogg",11861614,112
"364813","NR","Bashar al-Assad",10920024,112
"3741746","C","Emma Stone",35516223,112
"39942","C","Jennifer Aniston",43727724,112
"4429395","C","Eminem",108953700,112
"60070","NR","Janet Jackson",16226474,112
"6479315","C","Shakira",54558771,112
"71870","C","Johnny Depp",83016743,112
"8135890","C","Miley Cyrus",91947733,112
"12153654","C","Elizabeth II of the United Kingdom",54551771,113
"159547","RNN","Milla Jovovich",21724104,113
"162870","C","Jay-Z",42716217,113
"203407","C","Celine Dion",22409500,113
"21188633","RNN","Sam Neill",5863748,113
"22570683","C","Nicki Minaj",59132166,113
"2318278","RNN","Johnny Galecki",18581540,113
"25695","NR","Russell Crowe",19247359,113
"262260","RNN","Steve Vai",8120591,113
"37313","NR","Bruce Lee",56281877,113
"3747","RNN","Bill Gates",54216010,113
"400738","C","Mila Kunis",56135643,113
"44849","C","Brad Pitt",55005621,113
"53242","TT","Robin Williams",22886354,113
"53494","NR","Christopher Lee",13518960,113
"56386","NR","Barry White",6985139,113
"623737","C","Cristiano Ronaldo",91677973,113
"63741","NR","Vanessa Redgrave",7804325,113
"707815","C","Jason Statham",39879628,113
"9288","C","Elvis Presley",55896331,113
"14670286","C","Keisuke Honda",8896813,114
"147873","RNN","Michelle Yeoh",6012966,114
"154695","C","Diana Ross",11319060,114
"1563002","C","James Franco",26327644,114
"16477368","C","Katy Perry",61762831,114
"17782843","C","Lady Gaga",104562647,114
"19376148","C","Stephen Hawking",48854549,114
"20218","NR","Mel Brooks",8932439,114
"20913246","C","Scarlett Johansson",47029383,114
"24518","NR","Peter Sellers",7640811,114
"25571585","C","Kesha",28306872,114
"2629332","TT","Kristen Stewart",55438548,114
"3414021","C","George Bush",42866705,114
"34350","C","Yoko Ono",15232388,114
"38459","C","Natalie Portman",45549617,114
"43568","C","Tom Hanks",31663053,114
"4764846","C","Usain Bolt",27968614,114
"5040937","NR","Zachary Quinto",9647959,114
"93560","C","Reese Witherspoon",23419635,114
"102685","RNN","Tina Fey",13580516,115
"11217925","RNN","Paris Hilton",27804491,115
"1235335","NR","Daddy Yankee",12615904,115
"165507","C","Avril Lavigne",43963702,115
"18120823","TT","Joe Jonas",16866115,115
"2150841","C","Lionel Messi",82454215,115
"26531073","NR","Lena Meyer-Landrut",6615087,115
"274539","RNN","Ashton Kutcher",36700343,115
"2941511","NR","Sarah Palin",29614010,115
"2964059","NR","Sam Worthington",14470524,115
"303225","NR","Triple H",29927201,115
"331124","NR","Christian Bale",35700117,115
"39942","C","Jennifer Aniston",43727724,115
"416641","NR","Jason Isaacs",6086026,115
"4429395","C","Eminem",108953700,115
"643710","NR","Michael Madsen",6034861,115
"6803715","C","Nicole Scherzinger",29214493,115
"6824","NR","Carl Sagan",12577599,115
"6844407","C","Selena Gomez",87742946,115
"7412236","C","Steve Jobs",78372660,115
"12684530","C","Jennifer Lawrence",35058386,116
"14995351","C","Michael Jackson",145250649,116
"159473","NR","Edward Norton",20504830,116
"20395872","C","Oprah Winfrey",21685613,116
"2110323","C","Rihanna",89939558,116
"215554","C","Usher",7756736,116
